Date,^STOXX50E,^GSPC,^IXIC,^N225
2022-01-03,0.01769731352265441,0.011727531590730934,0.01663189223846956,0.017558322326147922
2022-01-04,0.01720851392041511,0.011992564709294693,0.017181904529166236,0.01731220230360442
2022-01-05,0.01793765793702346,0.010886988291269507,0.01909076994565897,0.02228361296575895
2022-01-06,0.017211454176765218,0.026309320039129194,0.03178211180816747,0.018777262760427824
2022-01-07,0.026090000289744144,0.019956775041485537,0.02786684423454116,0.029740138163775822
2022-01-10,0.023777846859164124,0.016972910583546694,0.026089664405238716,0.021727285559713014
2022-01-11,0.029752481839547065,0.014133032241654915,0.023263649006507167,0.018916931844519584
2022-01-12,0.02759975321518674,0.014722532561192754,0.022830131529074687,0.0196024864891097
2022-01-13,0.025511411928299366,0.012515057420933132,0.020664206566934663,0.023310801291595424
2022-01-14,0.022361163763571196,0.02023908779352685,0.02726081110433009,0.021045801575369512
2022-01-17,0.024362204807599878,0.01615759518289393,0.024658173310498653,0.021404620881373335
2022-01-18,0.022697240374441974,0.013768026295534521,0.022420893110656533,0.019654604575289676
2022-01-19,0.024773236446861552,0.02346960383147534,0.02886842650087518,0.018546731703224396
2022-01-20,0.02208112976502206,0.02226238095270724,0.027464295146587277,0.028225968696556095
2022-01-21,0.021280955818821848,0.022283935404755824,0.02685689873384034,0.02303668848904763
2022-01-24,0.028384099940578958,0.028212573361387584,0.031966500725612176,0.02087704398996573
2022-01-25,0.061511383631121186,0.022500493048703035,0.02893058805963526,0.019048168218817853
2022-01-26,0.05133345341758804,0.022974923967005255,0.03105400018118652,0.022211508338848742
2022-01-27,0.0506836287112466,0.018861744512793047,0.028151181947089942,0.019850517257284244
2022-01-28,0.043193303966073786,0.017088349895528918,0.02755079230405001,0.029248272955924127
2022-01-31,0.04039257475388535,0.027234989331608332,0.03204233419029861,0.027487274928346413
2022-02-01,0.03615742093480156,0.02846697221742402,0.036655044471878846,0.023111366267380598
2022-02-02,0.033888953662927344,0.024272115236626528,0.03359847710916444,0.02001503048336274
2022-02-03,0.029596505458859147,0.022011627528377112,0.030819595827754412,0.022519718513436954
2022-02-04,0.0372606976059943,0.030499303904889592,0.03838629074375269,0.021389539667111702
2022-02-07,0.03734692902423164,0.02605748984409417,0.03637012209295087,0.02026309905163853
2022-02-08,0.03371610526152546,0.02276680979583058,0.03361208223646983,0.0197958267774004
2022-02-09,0.029452229756288563,0.02054089380950588,0.03163160597477979,0.018798038130393838
2022-02-10,0.03286088379554133,0.021362199693435974,0.03162055896894316,0.01972174900483496
2022-02-11,0.029097740383413086,0.02543226666318154,0.03277709003119395,0.01895971376111992
2022-02-14,0.029657701181161223,0.02853814633876453,0.03577076151119426,0.018500622272767362
2022-02-15,0.03884543171785834,0.024813719175721522,0.03276612738257474,0.02312954793399942
2022-02-16,0.0403332940135314,0.02509175721688382,0.034004502168646866,0.02094157015456432
2022-02-17,0.0354355702736513,0.021610983813630132,0.03135364401493051,0.023697643208526097
2022-02-18,0.03226896837202441,0.027525930204504764,0.03510873387805618,0.02145567703305082
2022-02-21,0.03158372057680261,0.024978056946714573,0.033399998621014775,0.01978866267687991
2022-02-22,0.03923448708169662,0.021810447115198313,0.031023939533316728,0.019602920151643947
2022-02-23,0.034677131938514814,0.021533024510957847,0.03065694009873377,0.021717947322655702
2022-02-24,0.0313058027776927,0.025513563199041907,0.03295559087034601,0.019844161918870267
2022-02-25,0.051777604369480236,0.02550927749303088,0.0367666415365718,0.02190904551093224
2022-02-28,0.06160267131810199,0.02911249442440391,0.03558345113478332,0.02328045126404204
2022-03-01,0.05610428034719777,0.02549787087806451,0.033232277444421685,0.020567723542152253
2022-03-02,0.07031549753293524,0.026616474632744663,0.03251524217830978,0.020721327916942308
2022-03-03,0.06320593761568818,0.02796305533287134,0.031459780009705056,0.021875454636766222
2022-03-04,0.06102062337035794,0.02496254610405919,0.03149978302731212,0.020504527264996773
2022-03-07,0.0819972414515513,0.023121884028402397,0.03127912040127935,0.02328115313453277
2022-03-08,0.07292318197581352,0.03463809457957765,0.03770616038714726,0.02794307724907468
